-60.23807499,51.37758968,0
-60.23807499,51.37758968,0
-60.3700962,51.45816793,0
-60.3700962,51.45816793,0
-60.50319519,51.53747702,0
-60.50319519,51.53747702,0
-60.63736271,51.61550723,0
-60.63736271,51.61550723,0
-60.77258919,51.69224904,0
-60.77258919,51.69224904,0
-60.90886481,51.76769306,0
-60.90886481,51.76769306,0
-61.04617949,51.84183009,0
-61.04617949,51.84183009,0
-61.42569829,52.03722133,0
-61.42569829,52.03722133,0
-62.10748683,52.35506106,0
-62.10748683,52.35506106,0
-62.63107705,52.57217205,0
-62.63107705,52.57217205,0
-63.38663228,52.84729382,0
-63.38663228,52.84729382,0
-64.29730995,53.12350115,0
-64.29730995,53.12350115,0
-64.7528006,53.2404522,0
-64.7528006,53.2404522,0
-65.38032341,53.37973637,0
-65.38032341,53.37973637,0
-66.00893351,53.49500914,0
-66.00893351,53.49500914,0
-66.50479285,53.56952369,0
-66.50479285,53.56952369,0
-66.99281992,53.62922053,0
-66.99281992,53.62922053,0
-67.66628888,53.69010624,0
-67.66628888,53.69010624,0
-68.35146239,53.72731373,0
-68.35146239,53.72731373,0
-68.86452895,53.73933234,0
-68.86452895,53.73933234,0
-69.748621,53.72914939,0
-69.748621,53.72914939,0
-70.63059824,53.68111781,0
-70.63059824,53.68111781,0
-71.52029483,53.59538347,0
-71.52029483,53.59538347,0
-72.44573991,53.46734888,0
-72.44573991,53.46734888,0
-73.13635981,53.34639581,0
-73.13635981,53.34639581,0
-73.90350766,53.18686295,0
-73.90350766,53.18686295,0
-74.63142875,53.01115048,0
-74.63142875,53.01115048,0
-75.57819129,52.74728859,0
-75.57819129,52.74728859,0
-76.30299397,52.51829763,0
-76.30299397,52.51829763,0
-77.08420366,52.24518543,0
-77.08420366,52.24518543,0
-77.57553287,52.0593619,0
-77.57553287,52.0593619,0
-78.35561909,51.74185103,0
-78.35561909,51.74185103,0
-79.29082958,51.32441564,0
-79.29082958,51.32441564,0
-79.9871043,50.98716226,0
-79.9871043,50.98716226,0
-80.75449108,50.58878518,0
-80.75449108,50.58878518,0
-81.28428266,50.29712138,0
-81.28428266,50.29712138,0
-81.80877272,49.99473696,0
-81.80877272,49.99473696,0
-82.18446052,49.76966161,0
-82.18446052,49.76966161,0
-82.92828168,49.30272172,0
-82.92828168,49.30272172,0
-83.34202457,49.030475,0
-83.34202457,49.030475,0
-83.70725083,48.78255241,0
-83.70725083,48.78255241,0
-83.936031,48.62356511,0
-83.936031,48.62356511,0
-84.42725934,48.27242834,0
-84.42725934,48.27242834,0
-84.68656139,48.08161321,0
-84.68656139,48.08161321,0
-85.38966683,47.54472248,0
-85.38966683,47.54472248,0
-85.85796582,47.17089814,0
-85.85796582,47.17089814,0
-86.19991426,46.88948677,0
-86.19991426,46.88948677,0
-86.65400896,46.50446451,0
-86.65400896,46.50446451,0
-86.98700287,46.21370897,0
-86.98700287,46.21370897,0
-87.63963389,45.62250933,0
-87.63963389,45.62250933,0
-88.06600122,45.22046755,0
-88.06600122,45.22046755,0
-88.48355074,44.81415619,0
-88.48355074,44.81415619,0
-89.09661912,44.19410257,0
-89.09661912,44.19410257,0
-89.59921356,43.66399012,0
-89.59921356,43.66399012,0
-89.98278663,43.24558491,0
-89.98278663,43.24558491,0
-90.46522097,42.70156742,0
-90.46522097,42.70156742,0
-90.93596304,42.1507485,0
-90.93596304,42.1507485,0
-91.31587461,41.69110505,0
-91.31587461,41.69110505,0
-91.65724009,41.26605407,0
-91.65724009,41.26605407,0
-92.02404759,40.79605259,0
-92.02404759,40.79605259,0
-92.27635402,40.46445751,0
-92.27635402,40.46445751,0
-92.69857926,39.89369314,0
-92.69857926,39.89369314,0
